K,n,eta,tau,x,y,balanced,F,G,Ghat_xy
8,64,2.0,1,36,5,1,1,1.15926737426,1.15926737426
8,64,2.0,1,36,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,36,7,0,1,1.15926737426,1.15926737426
8,64,2.0,1,36,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,37,0,0,0.841408259109,0.990547164251,1.15850914837
8,64,2.0,1,37,1,0,0.920001074356,1.10169418948,1.15871407428
8,64,2.0,1,37,2,0,0.987752885775,1.15039256402,1.15889850761
8,64,2.0,1,37,3,0,0.997815698734,1.15770234743,1.15908294094
8,64,2.0,1,37,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,37,5,1,1,1.15926737426,1.15926737426
8,64,2.0,1,37,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,37,7,0,1,1.15926737426,1.15926737426
8,64,2.0,1,37,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,38,0,0,0.841408259109,0.990547164251,1.15871407428
8,64,2.0,1,38,1,0,0.920001074356,1.10169418948,1.15889850761
8,64,2.0,1,38,2,0,0.987752885775,1.15039256402,1.15908294094
8,64,2.0,1,38,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,38,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,38,5,1,1,1.15926737426,1.15926737426
8,64,2.0,1,38,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,38,7,0,1,1.15926737426,1.15926737426
8,64,2.0,1,38,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,39,0,0,0.841408259109,0.990547164251,1.15889850761
8,64,2.0,1,39,1,0,0.920001074356,1.10169418948,1.15908294094
8,64,2.0,1,39,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,39,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,39,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,39,5,1,1,1.15926737426,1.15926737426
8,64,2.0,1,39,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,39,7,0,1,1.15926737426,1.15926737426
8,64,2.0,1,39,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,40,0,0,0.841408259109,0.990547164251,1.15908294094
8,64,2.0,1,40,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,40,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,40,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,40,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,40,5,1,1,1.15926737426,1.15926737426
8,64,2.0,1,40,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,40,7,0,1,1.15926737426,1.15926737426
8,64,2.0,1,40,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,41,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,41,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,41,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,41,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,41,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,41,5,1,1,1.15926737426,1.15926737426
8,64,2.0,1,41,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,41,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,41,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,42,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,42,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,42,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,42,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,42,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,42,5,1,1,1.15926737426,1.15926737426
8,64,2.0,1,42,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,42,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,42,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,43,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,43,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,43,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,43,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,43,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,43,5,1,1,1.15926737426,1.15926737426
8,64,2.0,1,43,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,43,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,43,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,44,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,44,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,44,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,44,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,44,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,44,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,44,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,44,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,44,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,45,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,45,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,45,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,45,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,45,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,45,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,45,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,45,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,45,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,46,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,46,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,46,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,46,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,46,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,46,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,46,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,46,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,46,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,47,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,47,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,47,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,47,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,47,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,47,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,47,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,47,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,47,8,0,1,1.15926737426,1.15926737426
8,64,2.0,1,48,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,48,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,48,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,48,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,48,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,48,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,48,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,48,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,48,8,1,1,1.15926737426,1.15926737426
8,64,2.0,1,49,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,49,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,49,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,49,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,49,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,49,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,49,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,49,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,49,8,1,1,1.15926737426,1.15926737426
8,64,2.0,1,50,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,50,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,50,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,50,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,50,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,50,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,50,6,1,1,1.15926737426,1.15926737426
8,64,2.0,1,50,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,50,8,1,1,1.15926737426,1.15926737426
8,64,2.0,1,51,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,51,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,51,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,51,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,51,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,51,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,51,6,0,1,1.15926737426,1.15926737426
8,64,2.0,1,51,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,51,8,1,1,1.15926737426,1.15926737426
8,64,2.0,1,52,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,52,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,52,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,52,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,52,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,52,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,52,6,0,1,1.15926737426,1.15926737426
8,64,2.0,1,52,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,52,8,1,1,1.15926737426,1.15926737426
8,64,2.0,1,53,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,53,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,53,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,53,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,53,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,53,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,53,6,0,1,1.15926737426,1.15926737426
8,64,2.0,1,53,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,53,8,1,1,1.15926737426,1.15926737426
8,64,2.0,1,54,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,54,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,54,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,54,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,54,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,54,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,54,6,0,1,1.15926737426,1.15926737426
8,64,2.0,1,54,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,54,8,1,1,1.15926737426,1.15926737426
8,64,2.0,1,55,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,55,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,55,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,55,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,55,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,55,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,55,6,0,1,1.15926737426,1.15926737426
8,64,2.0,1,55,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,55,8,1,1,1.15926737426,1.15926737426
8,64,2.0,1,56,0,0,0.841408259109,0.990547164251,1.15926737426
8,64,2.0,1,56,1,0,0.920001074356,1.10169418948,1.15926737426
8,64,2.0,1,56,2,0,0.987752885775,1.15039256402,1.15926737426
8,64,2.0,1,56,3,0,0.997815698734,1.15770234743,1.15926737426
8,64,2.0,1,56,4,0,0.999739171888,1.15908294094,1.15926737426
8,64,2.0,1,56,5,0,1,1.15926737426,1.15926737426
8,64,2.0,1,56,6,0,1,1.15926737426,1.15926737426
8,64,2.0,1,56,7,1,1,1.15926737426,1.15926737426
8,64,2.0,1,56,8,1,1,1.15926737426,1.15926737426
