dataset,method,p,seed,K,f_value
facebook_artist,degree_obs,0.3,18,1,1463
facebook_artist,degree_obs,0.3,18,2,2382
facebook_artist,degree_obs,0.3,18,3,2921
facebook_artist,degree_obs,0.3,18,4,3952
facebook_artist,degree_obs,0.3,18,5,5161
facebook_artist,degree_obs,0.3,18,6,5514
facebook_artist,degree_obs,0.3,18,7,5745
facebook_artist,degree_obs,0.3,18,8,6505
facebook_artist,degree_obs,0.3,18,9,7173
facebook_artist,degree_obs,0.3,18,10,7503
facebook_artist,degree_obs,0.3,18,11,8144
facebook_artist,degree_obs,0.3,18,12,8285
facebook_artist,degree_obs,0.3,18,13,9053
facebook_artist,degree_obs,0.3,18,14,9594
facebook_artist,degree_obs,0.3,18,15,9858
facebook_artist,degree_obs,0.3,18,16,9936
facebook_artist,degree_obs,0.3,18,17,10215
facebook_artist,degree_obs,0.3,18,18,10730
facebook_artist,degree_obs,0.3,18,19,10920
facebook_artist,degree_obs,0.3,18,20,10921
facebook_artist,degree_obs,0.3,18,21,11050
facebook_artist,degree_obs,0.3,18,22,11259
facebook_artist,degree_obs,0.3,18,23,11356
facebook_artist,degree_obs,0.3,18,24,11419
facebook_artist,degree_obs,0.3,18,25,11459
facebook_artist,degree_obs,0.3,18,26,11707
facebook_artist,degree_obs,0.3,18,27,11903
facebook_artist,degree_obs,0.3,18,28,11958
facebook_artist,degree_obs,0.3,18,29,12312
facebook_artist,degree_obs,0.3,18,30,12356
facebook_artist,degree_obs,0.3,19,1,1470
facebook_artist,degree_obs,0.3,19,2,2382
facebook_artist,degree_obs,0.3,19,3,2921
facebook_artist,degree_obs,0.3,19,4,4149
facebook_artist,degree_obs,0.3,19,5,4683
facebook_artist,degree_obs,0.3,19,6,5596
facebook_artist,degree_obs,0.3,19,7,6052
facebook_artist,degree_obs,0.3,19,8,6286
facebook_artist,degree_obs,0.3,19,9,6501
facebook_artist,degree_obs,0.3,19,10,7144
facebook_artist,degree_obs,0.3,19,11,7778
facebook_artist,degree_obs,0.3,19,12,8314
facebook_artist,degree_obs,0.3,19,13,9079
facebook_artist,degree_obs,0.3,19,14,9536
facebook_artist,degree_obs,0.3,19,15,10032
facebook_artist,degree_obs,0.3,19,16,10395
facebook_artist,degree_obs,0.3,19,17,10397
facebook_artist,degree_obs,0.3,19,18,10507
facebook_artist,degree_obs,0.3,19,19,10698
facebook_artist,degree_obs,0.3,19,20,10923
facebook_artist,degree_obs,0.3,19,21,11015
facebook_artist,degree_obs,0.3,19,22,11076
facebook_artist,degree_obs,0.3,19,23,11275
facebook_artist,degree_obs,0.3,19,24,11511
facebook_artist,degree_obs,0.3,19,25,11772
facebook_artist,degree_obs,0.3,19,26,11868
facebook_artist,degree_obs,0.3,19,27,12222
facebook_artist,degree_obs,0.3,19,28,12596
facebook_artist,degree_obs,0.3,19,29,12631
facebook_artist,degree_obs,0.3,19,30,12686
facebook_artist,degree_obs,0.5,0,1,1463
facebook_artist,degree_obs,0.5,0,2,2382
facebook_artist,degree_obs,0.5,0,3,3629
facebook_artist,degree_obs,0.5,0,4,4653
facebook_artist,degree_obs,0.5,0,5,5161
facebook_artist,degree_obs,0.5,0,6,5596
facebook_artist,degree_obs,0.5,0,7,6052
facebook_artist,degree_obs,0.5,0,8,6721
facebook_artist,degree_obs,0.5,0,9,6950
facebook_artist,degree_obs,0.5,0,10,7145
facebook_artist,degree_obs,0.5,0,11,7779
facebook_artist,degree_obs,0.5,0,12,8527
facebook_artist,degree_obs,0.5,0,13,8884
facebook_artist,degree_obs,0.5,0,14,8885
facebook_artist,degree_obs,0.5,0,15,8963
facebook_artist,degree_obs,0.5,0,16,9715
facebook_artist,degree_obs,0.5,0,17,10048
facebook_artist,degree_obs,0.5,0,18,10235
facebook_artist,degree_obs,0.5,0,19,10344
facebook_artist,degree_obs,0.5,0,20,10682
facebook_artist,degree_obs,0.5,0,21,10875
facebook_artist,degree_obs,0.5,0,22,11034
facebook_artist,degree_obs,0.5,0,23,11211
facebook_artist,degree_obs,0.5,0,24,11464
facebook_artist,degree_obs,0.5,0,25,11820
facebook_artist,degree_obs,0.5,0,26,12024
facebook_artist,degree_obs,0.5,0,27,12222
facebook_artist,degree_obs,0.5,0,28,12284
facebook_artist,degree_obs,0.5,0,29,12312
facebook_artist,degree_obs,0.5,0,30,12526
facebook_artist,degree_obs,0.5,1,1,1463
facebook_artist,degree_obs,0.5,1,2,2382
facebook_artist,degree_obs,0.5,1,3,3629
facebook_artist,degree_obs,0.5,1,4,4149
facebook_artist,degree_obs,0.5,1,5,5161
facebook_artist,degree_obs,0.5,1,6,5596
facebook_artist,degree_obs,0.5,1,7,5857
facebook_artist,degree_obs,0.5,1,8,6109
facebook_artist,degree_obs,0.5,1,9,6793
facebook_artist,degree_obs,0.5,1,10,7145
facebook_artist,degree_obs,0.5,1,11,7903
facebook_artist,degree_obs,0.5,1,12,8526
facebook_artist,degree_obs,0.5,1,13,9109
facebook_artist,degree_obs,0.5,1,14,9866
facebook_artist,degree_obs,0.5,1,15,9980
facebook_artist,degree_obs,0.5,1,16,10382
facebook_artist,degree_obs,0.5,1,17,10457
facebook_artist,degree_obs,0.5,1,18,10458
facebook_artist,degree_obs,0.5,1,19,10578
facebook_artist,degree_obs,0.5,1,20,10708
facebook_artist,degree_obs,0.5,1,21,10951
facebook_artist,degree_obs,0.5,1,22,11034
facebook_artist,degree_obs,0.5,1,23,11105
facebook_artist,degree_obs,0.5,1,24,11316
facebook_artist,degree_obs,0.5,1,25,11522
facebook_artist,degree_obs,0.5,1,26,11745
facebook_artist,degree_obs,0.5,1,27,11903
facebook_artist,degree_obs,0.5,1,28,12255
facebook_artist,degree_obs,0.5,1,29,12498
facebook_artist,degree_obs,0.5,1,30,12526
facebook_artist,degree_obs,0.5,2,1,1470
facebook_artist,degree_obs,0.5,2,2,2382
facebook_artist,degree_obs,0.5,2,3,3425
facebook_artist,degree_obs,0.5,2,4,4653
facebook_artist,degree_obs,0.5,2,5,5161
facebook_artist,degree_obs,0.5,2,6,5463
facebook_artist,degree_obs,0.5,2,7,5857
facebook_artist,degree_obs,0.5,2,8,6286
facebook_artist,degree_obs,0.5,2,9,6501
facebook_artist,degree_obs,0.5,2,10,7286
facebook_artist,degree_obs,0.5,2,11,7903
facebook_artist,degree_obs,0.5,2,12,8526
facebook_artist,degree_obs,0.5,2,13,8528
facebook_artist,degree_obs,0.5,2,14,9290
facebook_artist,degree_obs,0.5,2,15,9714
facebook_artist,degree_obs,0.5,2,16,10105
facebook_artist,degree_obs,0.5,2,17,10183
facebook_artist,degree_obs,0.5,2,18,10619
facebook_artist,degree_obs,0.5,2,19,10846
facebook_artist,degree_obs,0.5,2,20,10951
facebook_artist,degree_obs,0.5,2,21,11082
facebook_artist,degree_obs,0.5,2,22,11183
facebook_artist,degree_obs,0.5,2,23,11356
facebook_artist,degree_obs,0.5,2,24,11419
facebook_artist,degree_obs,0.5,2,25,11618
facebook_artist,degree_obs,0.5,2,26,11868
facebook_artist,degree_obs,0.5,2,27,12222
facebook_artist,degree_obs,0.5,2,28,12436
facebook_artist,degree_obs,0.5,2,29,12471
facebook_artist,degree_obs,0.5,2,30,12526
facebook_artist,degree_obs,0.5,3,1,1470
facebook_artist,degree_obs,0.5,3,2,2382
facebook_artist,degree_obs,0.5,3,3,3425
facebook_artist,degree_obs,0.5,3,4,4653
facebook_artist,degree_obs,0.5,3,5,5050
facebook_artist,degree_obs,0.5,3,6,5514
facebook_artist,degree_obs,0.5,3,7,5905
facebook_artist,degree_obs,0.5,3,8,6739
facebook_artist,degree_obs,0.5,3,9,7387
facebook_artist,degree_obs,0.5,3,10,8028
facebook_artist,degree_obs,0.5,3,11,8367
facebook_artist,degree_obs,0.5,3,12,8526
facebook_artist,degree_obs,0.5,3,13,9288
facebook_artist,degree_obs,0.5,3,14,9290
facebook_artist,degree_obs,0.5,3,15,9410
facebook_artist,degree_obs,0.5,3,16,9848
facebook_artist,degree_obs,0.5,3,17,10222
facebook_artist,degree_obs,0.5,3,18,10658
facebook_artist,degree_obs,0.5,3,19,10757
facebook_artist,degree_obs,0.5,3,20,10845
facebook_artist,degree_obs,0.5,3,21,11070
facebook_artist,degree_obs,0.5,3,22,11278
facebook_artist,degree_obs,0.5,3,23,11341
facebook_artist,degree_obs,0.5,3,24,11391
facebook_artist,degree_obs,0.5,3,25,11493
facebook_artist,degree_obs,0.5,3,26,11716
facebook_artist,degree_obs,0.5,3,27,11874
facebook_artist,degree_obs,0.5,3,28,12119
facebook_artist,degree_obs,0.5,3,29,12174
facebook_artist,degree_obs,0.5,3,30,12526
facebook_artist,degree_obs,0.5,4,1,1463
facebook_artist,degree_obs,0.5,4,2,2382
facebook_artist,degree_obs,0.5,4,3,2921
facebook_artist,degree_obs,0.5,4,4,4149
facebook_artist,degree_obs,0.5,4,5,5161
facebook_artist,degree_obs,0.5,4,6,5596
facebook_artist,degree_obs,0.5,4,7,5857
facebook_artist,degree_obs,0.5,4,8,6691
facebook_artist,degree_obs,0.5,4,9,7358
facebook_artist,degree_obs,0.5,4,10,7722
facebook_artist,degree_obs,0.5,4,11,7903
facebook_artist,degree_obs,0.5,4,12,8526
facebook_artist,degree_obs,0.5,4,13,9288
facebook_artist,degree_obs,0.5,4,14,9290
facebook_artist,degree_obs,0.5,4,15,9410
facebook_artist,degree_obs,0.5,4,16,9832
facebook_artist,degree_obs,0.5,4,17,10067
facebook_artist,degree_obs,0.5,4,18,10418
facebook_artist,degree_obs,0.5,4,19,10539
facebook_artist,degree_obs,0.5,4,20,10729
facebook_artist,degree_obs,0.5,4,21,10817
facebook_artist,degree_obs,0.5,4,22,10882
facebook_artist,degree_obs,0.5,4,23,11152
facebook_artist,degree_obs,0.5,4,24,11468
facebook_artist,degree_obs,0.5,4,25,11670
facebook_artist,degree_obs,0.5,4,26,11766
facebook_artist,degree_obs,0.5,4,27,12121
facebook_artist,degree_obs,0.5,4,28,12284
facebook_artist,degree_obs,0.5,4,29,12312
facebook_artist,degree_obs,0.5,4,30,12374
facebook_artist,degree_obs,0.5,5,1,1470
facebook_artist,degree_obs,0.5,5,2,2382
facebook_artist,degree_obs,0.5,5,3,3629
facebook_artist,degree_obs,0.5,5,4,4149
facebook_artist,degree_obs,0.5,5,5,4683
facebook_artist,degree_obs,0.5,5,6,5596
facebook_artist,degree_obs,0.5,5,7,6309
facebook_artist,degree_obs,0.5,5,8,6563
facebook_artist,degree_obs,0.5,5,9,6793
facebook_artist,degree_obs,0.5,5,10,7438
facebook_artist,degree_obs,0.5,5,11,8219
facebook_artist,degree_obs,0.5,5,12,8552
facebook_artist,degree_obs,0.5,5,13,8554
facebook_artist,degree_obs,0.5,5,14,9279
facebook_artist,degree_obs,0.5,5,15,9714
facebook_artist,degree_obs,0.5,5,16,9794
facebook_artist,degree_obs,0.5,5,17,10048
facebook_artist,degree_obs,0.5,5,18,10158
facebook_artist,degree_obs,0.5,5,19,10483
facebook_artist,degree_obs,0.5,5,20,10828
facebook_artist,degree_obs,0.5,5,21,10951
facebook_artist,degree_obs,0.5,5,22,11228
facebook_artist,degree_obs,0.5,5,23,11304
facebook_artist,degree_obs,0.5,5,24,11518
facebook_artist,degree_obs,0.5,5,25,11691
facebook_artist,degree_obs,0.5,5,26,12045
facebook_artist,degree_obs,0.5,5,27,12075
facebook_artist,degree_obs,0.5,5,28,12118
facebook_artist,degree_obs,0.5,5,29,12354
facebook_artist,degree_obs,0.5,5,30,12526
facebook_artist,degree_obs,0.5,6,1,1463
facebook_artist,degree_obs,0.5,6,2,2382
facebook_artist,degree_obs,0.5,6,3,3629
facebook_artist,degree_obs,0.5,6,4,4149
facebook_artist,degree_obs,0.5,6,5,5161
facebook_artist,degree_obs,0.5,6,6,5924
facebook_artist,degree_obs,0.5,6,7,6309
facebook_artist,degree_obs,0.5,6,8,6963
facebook_artist,degree_obs,0.5,6,9,7241
facebook_artist,degree_obs,0.5,6,10,7439
facebook_artist,degree_obs,0.5,6,11,7440
facebook_artist,degree_obs,0.5,6,12,7780
facebook_artist,degree_obs,0.5,6,13,8528
facebook_artist,degree_obs,0.5,6,14,9290
facebook_artist,degree_obs,0.5,6,15,9729
facebook_artist,degree_obs,0.5,6,16,9809
facebook_artist,degree_obs,0.5,6,17,10346
facebook_artist,degree_obs,0.5,6,18,10469
facebook_artist,degree_obs,0.5,6,19,10578
facebook_artist,degree_obs,0.5,6,20,10803
facebook_artist,degree_obs,0.5,6,21,11047
facebook_artist,degree_obs,0.5,6,22,11134
facebook_artist,degree_obs,0.5,6,23,11248
facebook_artist,degree_obs,0.5,6,24,11319
facebook_artist,degree_obs,0.5,6,25,11522
facebook_artist,degree_obs,0.5,6,26,11687
facebook_artist,degree_obs,0.5,6,27,11719
facebook_artist,degree_obs,0.5,6,28,11781
facebook_artist,degree_obs,0.5,6,29,12020
facebook_artist,degree_obs,0.5,6,30,12236
facebook_artist,degree_obs,0.5,7,1,1470
facebook_artist,degree_obs,0.5,7,2,2382
facebook_artist,degree_obs,0.5,7,3,3629
facebook_artist,degree_obs,0.5,7,4,4149
facebook_artist,degree_obs,0.5,7,5,5161
facebook_artist,degree_obs,0.5,7,6,5514
facebook_artist,degree_obs,0.5,7,7,6246
facebook_artist,degree_obs,0.5,7,8,6646
facebook_artist,degree_obs,0.5,7,9,6965
facebook_artist,degree_obs,0.5,7,10,7145
facebook_artist,degree_obs,0.5,7,11,7903
facebook_artist,degree_obs,0.5,7,12,8527
facebook_artist,degree_obs,0.5,7,13,8528
facebook_artist,degree_obs,0.5,7,14,8971
facebook_artist,degree_obs,0.5,7,15,9729
facebook_artist,degree_obs,0.5,7,16,9848
facebook_artist,degree_obs,0.5,7,17,10384
facebook_artist,degree_obs,0.5,7,18,10536
facebook_artist,degree_obs,0.5,7,19,10796
facebook_artist,degree_obs,0.5,7,20,10867
facebook_artist,degree_obs,0.5,7,21,10951
facebook_artist,degree_obs,0.5,7,22,11228
facebook_artist,degree_obs,0.5,7,23,11304
facebook_artist,degree_obs,0.5,7,24,11518
facebook_artist,degree_obs,0.5,7,25,11718
facebook_artist,degree_obs,0.5,7,26,11885
facebook_artist,degree_obs,0.5,7,27,11915
facebook_artist,degree_obs,0.5,7,28,11958
facebook_artist,degree_obs,0.5,7,29,12174
facebook_artist,degree_obs,0.5,7,30,12236
facebook_artist,degree_obs,0.5,8,1,1463
facebook_artist,degree_obs,0.5,8,2,2382
facebook_artist,degree_obs,0.5,8,3,3629
facebook_artist,degree_obs,0.5,8,4,4653
facebook_artist,degree_obs,0.5,8,5,5161
facebook_artist,degree_obs,0.5,8,6,5463
facebook_artist,degree_obs,0.5,8,7,5857
facebook_artist,degree_obs,0.5,8,8,6109
facebook_artist,degree_obs,0.5,8,9,6501
facebook_artist,degree_obs,0.5,8,10,7286
facebook_artist,degree_obs,0.5,8,11,7903
facebook_artist,degree_obs,0.5,8,12,8527
facebook_artist,degree_obs,0.5,8,13,9289
facebook_artist,degree_obs,0.5,8,14,9290
facebook_artist,degree_obs,0.5,8,15,9374
facebook_artist,degree_obs,0.5,8,16,9945
facebook_artist,degree_obs,0.5,8,17,10250
facebook_artist,degree_obs,0.5,8,18,10619
facebook_artist,degree_obs,0.5,8,19,10756
facebook_artist,degree_obs,0.5,8,20,10843
facebook_artist,degree_obs,0.5,8,21,10951
facebook_artist,degree_obs,0.5,8,22,11034
facebook_artist,degree_obs,0.5,8,23,11247
facebook_artist,degree_obs,0.5,8,24,11316
facebook_artist,degree_obs,0.5,8,25,11487
facebook_artist,degree_obs,0.5,8,26,11519
facebook_artist,degree_obs,0.5,8,27,11758
facebook_artist,degree_obs,0.5,8,28,11958
facebook_artist,degree_obs,0.5,8,29,12312
facebook_artist,degree_obs,0.5,8,30,12526
facebook_artist,degree_obs,0.5,9,1,1463
facebook_artist,degree_obs,0.5,9,2,2382
facebook_artist,degree_obs,0.5,9,3,3425
facebook_artist,degree_obs,0.5,9,4,3952
facebook_artist,degree_obs,0.5,9,5,5161
facebook_artist,degree_obs,0.5,9,6,5514
facebook_artist,degree_obs,0.5,9,7,5745
facebook_artist,degree_obs,0.5,9,8,6109
facebook_artist,degree_obs,0.5,9,9,6793
facebook_artist,degree_obs,0.5,9,10,7145
facebook_artist,degree_obs,0.5,9,11,7903
facebook_artist,degree_obs,0.5,9,12,8334
facebook_artist,degree_obs,0.5,9,13,8956
facebook_artist,degree_obs,0.5,9,14,9713
facebook_artist,degree_obs,0.5,9,15,9714
facebook_artist,degree_obs,0.5,9,16,9974
facebook_artist,degree_obs,0.5,9,17,10048
facebook_artist,degree_obs,0.5,9,18,10271
facebook_artist,degree_obs,0.5,9,19,10461
facebook_artist,degree_obs,0.5,9,20,10571
facebook_artist,degree_obs,0.5,9,21,10915
facebook_artist,degree_obs,0.5,9,22,10965
facebook_artist,degree_obs,0.5,9,23,11223
facebook_artist,degree_obs,0.5,9,24,11441
facebook_artist,degree_obs,0.5,9,25,11618
facebook_artist,degree_obs,0.5,9,26,11814
facebook_artist,degree_obs,0.5,9,27,11903
facebook_artist,degree_obs,0.5,9,28,11958
facebook_artist,degree_obs,0.5,9,29,12032
facebook_artist,degree_obs,0.5,9,30,12384
facebook_artist,degree_obs,0.5,10,1,1470
facebook_artist,degree_obs,0.5,10,2,2382
facebook_artist,degree_obs,0.5,10,3,3629
facebook_artist,degree_obs,0.5,10,4,4149
facebook_artist,degree_obs,0.5,10,5,4683
facebook_artist,degree_obs,0.5,10,6,5651
facebook_artist,degree_obs,0.5,10,7,5969
facebook_artist,degree_obs,0.5,10,8,6593
facebook_artist,degree_obs,0.5,10,9,7391
facebook_artist,degree_obs,0.5,10,10,7742
facebook_artist,degree_obs,0.5,10,11,7903
facebook_artist,degree_obs,0.5,10,12,8527
facebook_artist,degree_obs,0.5,10,13,8956
facebook_artist,degree_obs,0.5,10,14,9713
facebook_artist,degree_obs,0.5,10,15,9714
facebook_artist,degree_obs,0.5,10,16,10174
facebook_artist,degree_obs,0.5,10,17,10545
facebook_artist,degree_obs,0.5,10,18,10778
facebook_artist,degree_obs,0.5,10,19,10884
facebook_artist,degree_obs,0.5,10,20,10982
facebook_artist,degree_obs,0.5,10,21,11070
facebook_artist,degree_obs,0.5,10,22,11134
facebook_artist,degree_obs,0.5,10,23,11213
facebook_artist,degree_obs,0.5,10,24,11319
facebook_artist,degree_obs,0.5,10,25,11566
facebook_artist,degree_obs,0.5,10,26,11766
facebook_artist,degree_obs,0.5,10,27,12121
facebook_artist,degree_obs,0.5,10,28,12284
facebook_artist,degree_obs,0.5,10,29,12312
facebook_artist,degree_obs,0.5,10,30,12366
facebook_artist,degree_obs,0.5,11,1,1470
facebook_artist,degree_obs,0.5,11,2,2382
facebook_artist,degree_obs,0.5,11,3,3629
facebook_artist,degree_obs,0.5,11,4,4149
facebook_artist,degree_obs,0.5,11,5,5161
facebook_artist,degree_obs,0.5,11,6,5463
facebook_artist,degree_obs,0.5,11,7,5857
facebook_artist,degree_obs,0.5,11,8,6563
facebook_artist,degree_obs,0.5,11,9,6950
facebook_artist,degree_obs,0.5,11,10,7145
facebook_artist,degree_obs,0.5,11,11,7903
facebook_artist,degree_obs,0.5,11,12,8527
facebook_artist,degree_obs,0.5,11,13,9289
facebook_artist,degree_obs,0.5,11,14,9290
facebook_artist,degree_obs,0.5,11,15,9714
facebook_artist,degree_obs,0.5,11,16,9974
facebook_artist,degree_obs,0.5,11,17,10299
facebook_artist,degree_obs,0.5,11,18,10373
facebook_artist,degree_obs,0.5,11,19,10719
facebook_artist,degree_obs,0.5,11,20,11012
facebook_artist,degree_obs,0.5,11,21,11123
facebook_artist,degree_obs,0.5,11,22,11344
facebook_artist,degree_obs,0.5,11,23,11404
facebook_artist,degree_obs,0.5,11,24,11760
facebook_artist,degree_obs,0.5,11,25,11795
facebook_artist,degree_obs,0.5,11,26,11892
facebook_artist,degree_obs,0.5,11,27,12094
facebook_artist,degree_obs,0.5,11,28,12149
facebook_artist,degree_obs,0.5,11,29,12312
facebook_artist,degree_obs,0.5,11,30,12526
facebook_artist,degree_obs,0.5,12,1,1470
facebook_artist,degree_obs,0.5,12,2,2382
facebook_artist,degree_obs,0.5,12,3,2921
facebook_artist,degree_obs,0.5,12,4,4149
facebook_artist,degree_obs,0.5,12,5,5161
facebook_artist,degree_obs,0.5,12,6,5924
facebook_artist,degree_obs,0.5,12,7,6309
facebook_artist,degree_obs,0.5,12,8,6721
facebook_artist,degree_obs,0.5,12,9,6965
facebook_artist,degree_obs,0.5,12,10,7145
facebook_artist,degree_obs,0.5,12,11,7949
facebook_artist,degree_obs,0.5,12,12,8693
facebook_artist,degree_obs,0.5,12,13,9288
facebook_artist,degree_obs,0.5,12,14,9712
facebook_artist,degree_obs,0.5,12,15,10103
facebook_artist,degree_obs,0.5,12,16,10220
facebook_artist,degree_obs,0.5,12,17,10222
facebook_artist,degree_obs,0.5,12,18,10442
facebook_artist,degree_obs,0.5,12,19,10757
facebook_artist,degree_obs,0.5,12,20,10845
facebook_artist,degree_obs,0.5,12,21,11203
facebook_artist,degree_obs,0.5,12,22,11273
facebook_artist,degree_obs,0.5,12,23,11351
facebook_artist,degree_obs,0.5,12,24,11568
facebook_artist,degree_obs,0.5,12,25,11773
facebook_artist,degree_obs,0.5,12,26,11877
facebook_artist,degree_obs,0.5,12,27,12121
facebook_artist,degree_obs,0.5,12,28,12341
facebook_artist,degree_obs,0.5,12,29,12369
facebook_artist,degree_obs,0.5,12,30,12526
facebook_artist,degree_obs,0.5,13,1,1463
facebook_artist,degree_obs,0.5,13,2,2382
facebook_artist,degree_obs,0.5,13,3,3425
facebook_artist,degree_obs,0.5,13,4,4653
facebook_artist,degree_obs,0.5,13,5,5161
facebook_artist,degree_obs,0.5,13,6,5596
facebook_artist,degree_obs,0.5,13,7,6309
facebook_artist,degree_obs,0.5,13,8,6593
facebook_artist,degree_obs,0.5,13,9,7391
facebook_artist,degree_obs,0.5,13,10,7742
facebook_artist,degree_obs,0.5,13,11,7903
facebook_artist,degree_obs,0.5,13,12,8527
facebook_artist,degree_obs,0.5,13,13,9289
facebook_artist,degree_obs,0.5,13,14,9713
facebook_artist,degree_obs,0.5,13,15,9714
facebook_artist,degree_obs,0.5,13,16,9974
facebook_artist,degree_obs,0.5,13,17,10332
facebook_artist,degree_obs,0.5,13,18,10647
facebook_artist,degree_obs,0.5,13,19,10719
facebook_artist,degree_obs,0.5,13,20,10806
facebook_artist,degree_obs,0.5,13,21,10915
facebook_artist,degree_obs,0.5,13,22,11034
facebook_artist,degree_obs,0.5,13,23,11105
facebook_artist,degree_obs,0.5,13,24,11462
facebook_artist,degree_obs,0.5,13,25,11716
facebook_artist,degree_obs,0.5,13,26,11963
facebook_artist,degree_obs,0.5,13,27,12147
facebook_artist,degree_obs,0.5,13,28,12309
facebook_artist,degree_obs,0.5,13,29,12337
facebook_artist,degree_obs,0.5,13,30,12526
facebook_artist,degree_obs,0.5,14,1,1470
facebook_artist,degree_obs,0.5,14,2,2382
facebook_artist,degree_obs,0.5,14,3,2921
facebook_artist,degree_obs,0.5,14,4,3952
facebook_artist,degree_obs,0.5,14,5,5161
facebook_artist,degree_obs,0.5,14,6,5463
facebook_artist,degree_obs,0.5,14,7,5857
facebook_artist,degree_obs,0.5,14,8,6109
facebook_artist,degree_obs,0.5,14,9,6934
facebook_artist,degree_obs,0.5,14,10,7732
facebook_artist,degree_obs,0.5,14,11,8087
facebook_artist,degree_obs,0.5,14,12,8693
facebook_artist,degree_obs,0.5,14,13,9288
facebook_artist,degree_obs,0.5,14,14,9373
facebook_artist,degree_obs,0.5,14,15,9793
facebook_artist,degree_obs,0.5,14,16,10047
facebook_artist,degree_obs,0.5,14,17,10048
facebook_artist,degree_obs,0.5,14,18,10404
facebook_artist,degree_obs,0.5,14,19,10719
facebook_artist,degree_obs,0.5,14,20,10806
facebook_artist,degree_obs,0.5,14,21,11032
facebook_artist,degree_obs,0.5,14,22,11134
facebook_artist,degree_obs,0.5,14,23,11399
facebook_artist,degree_obs,0.5,14,24,11502
facebook_artist,degree_obs,0.5,14,25,11622
facebook_artist,degree_obs,0.5,14,26,11791
facebook_artist,degree_obs,0.5,14,27,12145
facebook_artist,degree_obs,0.5,14,28,12173
facebook_artist,degree_obs,0.5,14,29,12369
facebook_artist,degree_obs,0.5,14,30,12406
facebook_artist,degree_obs,0.5,15,1,1470
facebook_artist,degree_obs,0.5,15,2,2382
facebook_artist,degree_obs,0.5,15,3,3629
facebook_artist,degree_obs,0.5,15,4,4653
facebook_artist,degree_obs,0.5,15,5,5161
facebook_artist,degree_obs,0.5,15,6,5514
facebook_artist,degree_obs,0.5,15,7,5745
facebook_artist,degree_obs,0.5,15,8,6167
facebook_artist,degree_obs,0.5,15,9,6501
facebook_artist,degree_obs,0.5,15,10,7145
facebook_artist,degree_obs,0.5,15,11,7779
facebook_artist,degree_obs,0.5,15,12,8553
facebook_artist,degree_obs,0.5,15,13,8554
facebook_artist,degree_obs,0.5,15,14,9290
facebook_artist,degree_obs,0.5,15,15,9714
facebook_artist,degree_obs,0.5,15,16,10105
facebook_artist,degree_obs,0.5,15,17,10183
facebook_artist,degree_obs,0.5,15,18,10404
facebook_artist,degree_obs,0.5,15,19,10623
facebook_artist,degree_obs,0.5,15,20,10767
facebook_artist,degree_obs,0.5,15,21,10926
facebook_artist,degree_obs,0.5,15,22,11034
facebook_artist,degree_obs,0.5,15,23,11288
facebook_artist,degree_obs,0.5,15,24,11502
facebook_artist,degree_obs,0.5,15,25,11566
facebook_artist,degree_obs,0.5,15,26,11736
facebook_artist,degree_obs,0.5,15,27,11764
facebook_artist,degree_obs,0.5,15,28,12118
facebook_artist,degree_obs,0.5,15,29,12312
facebook_artist,degree_obs,0.5,15,30,12526
facebook_artist,degree_obs,0.5,16,1,1463
facebook_artist,degree_obs,0.5,16,2,2382
facebook_artist,degree_obs,0.5,16,3,3629
facebook_artist,degree_obs,0.5,16,4,4149
facebook_artist,degree_obs,0.5,16,5,5161
facebook_artist,degree_obs,0.5,16,6,5596
facebook_artist,degree_obs,0.5,16,7,6309
facebook_artist,degree_obs,0.5,16,8,6721
facebook_artist,degree_obs,0.5,16,9,6965
facebook_artist,degree_obs,0.5,16,10,7145
facebook_artist,degree_obs,0.5,16,11,7903
facebook_artist,degree_obs,0.5,16,12,8693
facebook_artist,degree_obs,0.5,16,13,9288
facebook_artist,degree_obs,0.5,16,14,9290
facebook_artist,degree_obs,0.5,16,15,9764
facebook_artist,degree_obs,0.5,16,16,9842
facebook_artist,degree_obs,0.5,16,17,10149
facebook_artist,degree_obs,0.5,16,18,10262
facebook_artist,degree_obs,0.5,16,19,10638
facebook_artist,degree_obs,0.5,16,20,10842
facebook_artist,degree_obs,0.5,16,21,10915
facebook_artist,degree_obs,0.5,16,22,11134
facebook_artist,degree_obs,0.5,16,23,11399
facebook_artist,degree_obs,0.5,16,24,11644
facebook_artist,degree_obs,0.5,16,25,11826
facebook_artist,degree_obs,0.5,16,26,12179
facebook_artist,degree_obs,0.5,16,27,12341
facebook_artist,degree_obs,0.5,16,28,12383
facebook_artist,degree_obs,0.5,16,29,12441
facebook_artist,degree_obs,0.5,16,30,12526
facebook_artist,degree_obs,0.5,17,1,1470
facebook_artist,degree_obs,0.5,17,2,2382
facebook_artist,degree_obs,0.5,17,3,3629
facebook_artist,degree_obs,0.5,17,4,4149
facebook_artist,degree_obs,0.5,17,5,4489
facebook_artist,degree_obs,0.5,17,6,4828
facebook_artist,degree_obs,0.5,17,7,5745
facebook_artist,degree_obs,0.5,17,8,6415
facebook_artist,degree_obs,0.5,17,9,7127
facebook_artist,degree_obs,0.5,17,10,7129
facebook_artist,degree_obs,0.5,17,11,7440
facebook_artist,degree_obs,0.5,17,12,8187
