task,dataset,K,seed,ratio,eta_sel,eta_path_trimmed,viol_sign_pct,LK_eta_sel,LK_eta_path
E1,airline,3,12,1.000000,1,16.5833,12.28,0.703704,0.059098
E1,airline,4,12,1.000000,1,16.5833,9.21,0.683594,0.058952
E1,airline,5,12,0.997870,1.47619,16.5833,9.57,0.517091,0.058864
E1,airline,6,12,0.997684,1.47619,18.818,11.71,0.512667,0.051978
E1,airline,7,12,0.998120,1.47619,27.0247,14.17,0.509573,0.036422
E1,airline,1,13,1.000000,1,2.63952,0.00,1.000000,0.378857
E1,airline,2,13,1.000000,1,9.61538,5.00,0.750000,0.101296
E1,airline,3,13,1.000000,1,10.4167,10.34,0.703704,0.092961
E1,airline,4,13,0.996578,1.1,10.4167,9.09,0.643463,0.092599
E1,airline,5,13,0.988629,1.37143,10.4167,10.53,0.545312,0.092384
E1,airline,6,13,0.996233,1.37143,10.4167,12.50,0.540413,0.092241
E1,airline,7,13,1.000209,1.37143,10.4167,12.50,0.536990,0.092139
E1,airline,1,14,1.000000,1,1.3824,0.00,1.000000,0.723381
E1,airline,2,14,1.000000,1,6.22414,2.50,0.750000,0.154212
E1,airline,3,14,1.000000,1,17.5,5.08,0.703704,0.056061
E1,airline,4,14,1.000000,1,17.5,5.13,0.683594,0.055930
E1,airline,5,14,0.997462,1.36364,17.5,8.33,0.547526,0.055852
E1,airline,6,14,0.992889,2.35484,29.6154,9.73,0.356243,0.033295
E1,airline,7,14,0.997920,2.35484,29.6154,11.63,0.354729,0.033282
E1,airline,1,15,1.000000,1,2.28189,0.00,1.000000,0.438234
E1,airline,2,15,1.000000,1,26.2727,2.56,0.750000,0.037700
E1,airline,3,15,1.000000,1,26.2727,7.02,0.703704,0.037581
E1,airline,4,15,1.000000,1,33.6136,5.33,0.683594,0.029420
E1,airline,5,15,0.997462,1.375,33.6136,6.45,0.544303,0.029398
E1,airline,6,15,0.998741,1.375,33.6136,10.00,0.539421,0.029383
E1,airline,7,15,0.998541,1.375,33.6136,11.11,0.536010,0.029373
E1,airline,1,16,1.000000,1,1.59539,0.00,1.000000,0.626804
E1,airline,2,16,1.000000,1,2.00206,7.69,0.750000,0.437113
E1,airline,3,16,1.000000,1,10.5,8.62,0.703704,0.092247
E1,airline,4,16,1.000000,1,10.5,6.49,0.683594,0.091890
E1,airline,5,16,1.000000,1,10.5,8.42,0.672320,0.091678
E1,airline,6,16,0.998109,1.19565,10.5,11.61,0.593719,0.091538
E1,airline,7,16,0.994998,2.08696,12.1406,14.06,0.391255,0.079517
E1,airline,1,17,1.000000,1,2.30207,0.00,1.000000,0.434391
E1,airline,2,17,1.000000,1,3.98151,2.50,0.750000,0.235391
E1,airline,3,17,1.000000,1,4.80309,6.78,0.703704,0.194085
E1,airline,4,17,1.000000,1,4.80309,5.13,0.683594,0.192501
E1,airline,5,17,1.000000,1,4.80309,6.25,0.672320,0.191568
E1,airline,6,17,0.997909,1.18519,5.66078,7.08,0.597194,0.164151
E1,airline,7,17,0.997715,1.34375,5.66078,8.53,0.544697,0.163828
E1,airline,1,18,1.000000,1,4.35241,0.00,1.000000,0.229758
E1,airline,2,18,1.000000,1,12.2464,5.13,0.750000,0.079990
E1,airline,3,18,1.000000,1,12.2464,8.62,0.703704,0.079454
E1,airline,4,18,0.992141,1.41573,12.2464,9.09,0.540305,0.079190
E1,airline,5,18,0.990550,1.41573,19.177,10.53,0.533036,0.051069
E1,airline,6,18,0.994363,1.45652,19.177,12.50,0.517671,0.051026
E1,airline,7,18,1.002501,1.45652,19.177,14.84,0.514519,0.050995
E1,airline,1,19,1.000000,1,2.07257,0.00,1.000000,0.482492
E1,airline,2,19,1.000000,1,4.95,0.00,0.750000,0.191817
E1,airline,3,19,1.000000,1,15.8889,1.72,0.703704,0.061626
E1,airline,4,19,1.000000,1,15.8889,2.60,0.683594,0.061467
E1,airline,5,19,1.002972,1,15.8889,4.21,0.672320,0.061372
E1,airline,6,19,1.002520,1.22449,15.8889,7.14,0.584331,0.061310
E1,airline,7,19,1.002923,1.22449,15.8889,7.81,0.580364,0.061265
E1,airline,1,20,1.000000,1,2.67141,0.00,1.000000,0.374334
E1,airline,2,20,1.000000,1,13.4843,0.00,0.750000,0.072786
E1,airline,3,20,1.000000,1,13.4843,6.90,0.703704,0.072342
E1,airline,4,20,0.999786,1.00725,13.9286,5.26,0.680548,0.069885
E1,airline,5,20,0.994727,1.125,13.9286,6.38,0.624209,0.069762
E1,airline,6,20,1.002308,1.125,33.3333,7.21,0.617893,0.029627
E1,airline,7,20,0.998748,2.11111,40.8333,9.45,0.387663,0.024234
E1,airline,1,21,1.000000,1,2.19344,0.00,1.000000,0.455906
E1,airline,2,21,1.000000,1,2.90845,7.69,0.750000,0.314272
E1,airline,3,21,1.000000,1,30.6,10.53,0.703704,0.032325
E1,airline,4,21,1.000000,1,30.6,7.89,0.683594,0.032281
E1,airline,5,21,0.996400,1.58621,30.6,9.57,0.490269,0.032255
E1,airline,6,21,1.000419,1.58621,30.6,10.81,0.486279,0.032238
E1,airline,7,21,0.998127,1.68421,34.56,11.02,0.462299,0.028579
E1,airline,1,22,1.000000,1,1.78249,0.00,1.000000,0.561013
E1,airline,2,22,1.000000,1,3.55294,2.50,0.750000,0.261652
E1,airline,3,22,1.000000,1,4.20174,5.08,0.703704,0.219615
E1,airline,4,22,1.000000,1,4.20174,5.13,0.683594,0.217586
E1,airline,5,22,0.999360,1.10714,7.42029,8.33,0.630716,0.127694
E1,airline,6,22,0.994532,1.55319,7.42029,8.85,0.493924,0.127421
E1,airline,7,22,0.999791,1.55319,21.3333,8.53,0.491045,0.045944
E1,airline,1,23,1.000000,1,3.46667,0.00,1.000000,0.288462
E1,airline,2,23,1.000000,1,20.4286,2.50,0.750000,0.048352
E1,airline,3,23,1.000000,1,27.1818,5.08,0.703704,0.036340
E1,airline,4,23,1.000000,1,27.1818,3.90,0.683594,0.036285
E1,airline,5,23,0.997874,1.27778,46.8364,4.21,0.573057,0.021169
E1,airline,6,23,1.004427,1.27778,46.8364,6.25,0.567672,0.021162
E1,airline,7,23,0.996040,2.35714,46.8364,5.47,0.354443,0.021157
E1,airline,1,24,1.000000,1,1.45806,0.00,1.000000,0.685843
E1,airline,2,24,1.000000,1,10.8676,2.50,0.750000,0.089900
E1,airline,3,24,1.000000,1,19.125,8.62,0.703704,0.051382
E1,airline,4,24,1.000000,1,19.125,6.49,0.683594,0.051271
E1,airline,5,24,1.000000,1,19.125,6.32,0.672320,0.051205
E1,airline,6,24,1.000000,1,19.125,9.82,0.665102,0.051162
E1,airline,7,24,1.000000,1,19.125,9.38,0.660083,0.051130
E1,airline,1,25,1.000000,1,3.98904,0.00,1.000000,0.250687
E1,airline,2,25,1.000000,1,4.16447,5.00,0.750000,0.225711
E1,airline,3,25,1.000000,1,14.1752,8.47,0.703704,0.068900
E1,airline,4,25,1.000000,1,14.1752,6.41,0.683594,0.068701
E1,airline,5,25,0.996820,1.34884,59.4444,6.25,0.551776,0.016710
E1,airline,6,25,1.003571,1.34884,59.4444,9.73,0.546765,0.016705
E1,airline,7,25,0.999792,1.56,59.4444,10.08,0.489468,0.016702
E1,airline,1,26,1.000000,1,1.94852,0.00,1.000000,0.513210
E1,airline,2,26,1.000000,1,2.64149,2.56,0.750000,0.342744
E1,airline,3,26,1.000000,1,5.96667,8.62,0.703704,0.158409
E1,airline,4,26,1.000000,1,5.96667,7.79,0.683594,0.157356
E1,airline,5,26,0.995540,2.05,6.53333,8.42,0.401465,0.143973
E1,airline,6,26,1.000633,2.05,9.57471,10.71,0.398771,0.100001
E1,airline,7,26,1.003352,2.05,9.57471,13.28,0.396877,0.099881
E1,airline,1,27,1.000000,1,1.73383,0.00,1.000000,0.576757
E1,airline,2,27,1.000000,1,3.9756,5.00,0.750000,0.235717
E1,airline,3,27,1.000000,1,4.89583,6.90,0.703704,0.190664
E1,airline,4,27,1.000000,1,4.89583,6.49,0.683594,0.189136
E1,airline,5,27,0.994026,2.21739,6.38889,6.32,0.376640,0.147024
E1,airline,6,27,0.997472,2.21739,11.1167,8.93,0.374266,0.086650
E1,airline,7,27,0.999162,2.21739,11.1167,9.38,0.372595,0.086560
E1,airline,1,28,1.000000,1,1.80095,0.00,1.000000,0.555263
E1,airline,2,28,1.000000,1,2.65403,5.00,0.750000,0.341294
E1,airline,3,28,1.000000,1,6.66,3.45,0.703704,0.142761
E1,airline,4,28,1.000000,1,6.66,2.60,0.683594,0.141905
E1,airline,5,28,0.992596,4.88889,11.4747,4.21,0.188481,0.084162
E1,airline,6,28,0.996861,4.88889,16.5667,6.25,0.187885,0.058864
E1,airline,7,28,0.999375,4.88889,16.5667,6.25,0.187463,0.058823
E1,airline,1,29,1.000000,1,2.12811,0.00,1.000000,0.469901
E1,airline,2,29,1.000000,1,13.8074,2.50,0.750000,0.071114
E1,airline,3,29,1.000000,1,28.5937,6.90,0.703704,0.034567
E1,airline,4,29,0.997656,1.08462,28.5937,6.49,0.649375,0.034517
E1,airline,5,29,0.991593,1.32432,28.5937,6.32,0.558952,0.034487
E1,airline,6,29,0.994990,1.5,28.5937,6.25,0.506730,0.034467
E1,airline,7,29,1.001036,1.5,28.5937,8.59,0.503705,0.034453
