dataset,p,seed,K,eta_sel_csv,eta_sel_fixedk,LK_csv,LK_fixedk,is_inf,n_steps_nonpos_csv,n_zero_steps_replay,n_harmful_zero_replay,n_benign_zero_replay,eta_sel_changed,LK_changed
facebook_politician,0.3,15,21,5.22222,5.22222,0.174997,0.174997,0,0,0,0,0,0,0
facebook_politician,0.3,15,22,5.22222,5.22222,0.174963,0.174963,0,0,0,0,0,0,0
facebook_politician,0.3,15,23,33.5,33.5,0.029428,0.029428,0,0,0,0,0,0,0
facebook_politician,0.3,15,24,33.5,33.5,0.029428,0.029428,0,0,0,0,0,0,0
facebook_politician,0.3,15,25,33.5,33.5,0.029427,0.029427,0,0,0,0,0,0,0
facebook_politician,0.3,15,26,33.5,33.5,0.029426,0.029426,0,0,0,0,0,0,0
facebook_politician,0.3,15,27,33.5,33.5,0.029426,0.029426,0,0,0,0,0,0,0
facebook_politician,0.3,15,28,33.5,inf,0.029425,0.000000,1,1,1,1,0,1,1
facebook_politician,0.3,15,29,33.5,inf,0.029425,0.000000,1,1,1,1,0,1,1
facebook_politician,0.3,15,30,33.5,inf,0.029424,0.000000,1,1,1,1,0,1,1
